"Topic Title","Topic Description","Topic Number",Phase,Program,Agency,Branch,"Close Date","Release Date","Open Date","Solicitation Agency URL","Solicitation Status","Solicitation Year",SBIRTopicLink
"Quantum Computing",,QT3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012491
"Human-Machine Interfaces and Control/Architecture",,R2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012496
"Sustainable Semiconductor Manufacturing",,S7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012507
"Other Semiconductor Technologies",,S9,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012509
"Spaceflight infrastructure",,SP3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012512
"Chemical Technologies","The Chemical Technologies topic covers a wide range of technology areas of current and emerging commercial significance to many areas, including the broad chemical industry; food processing and technology; agrochemicals; chemical alternatives and organics; green chemicals; water treatment and separations; advanced catalysts and materials; and biochemicals. Sensing, data and advanced analytics technologies relevant to these fields are also appropriate for this topic area. Beyond improvement on technical specifications, it is important to also clearly identify the competitive landscape of what is currently possible and why the proposed innovation will have an impact commercially and/or from a societal benefit standpoint.",CT,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12935
Space,"The Space topic seeks transformative technologies to create solutions for sustainable space exploration, habitation or industrialization that could also have a positive impact on human lives. Applicants should address known capability gaps for enabling technologies for the space or terrestrial industries. Proposals in this area may focus upon launch vehicles or satellite and vehicle propulsion systems, in-space research or manufacturing systems and services, human sustainability, spaceflight or exploration infrastructure, data processing and communication technologies, orbital servicing, asteroid mining and microgravity applications.",SP,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/12956
"Carbon Sequestration",,M2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012288
Cybermanufacturing,,M3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012289
"Modeling and Simulation",,M6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012292
"Other Manufacturing Technologies",,M10,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012296
"Advanced Engineering Materials",,AM1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012297
"Coatings and Surface Modifications",,AM2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012298
"Decision Support and Optimization",,AA3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012305
"Knowledge and Data Management Technologies",,AA4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012306
Agroforestry,,AG1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012311
"Food Waste Mitigation",,AG3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012313
"Polyculture Systems",,AG7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012317
"Conversational AI Technologies",,AI3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012323
"Novel AI Hardware Technologies (e.g.: Neuromorphic Computing, High-performance Technologies for AI, Smart and Secure Edge Devices, etc.)",,AI5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012325
"Technologies for Trustworthy AI (safe, fair, transparent, privacy-preserving, explainable, and/or secure)",,AI7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012327
"Other Novel Technologies",,AI8,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012328
"Accessible and Inclusive AR/VR/MR",,AV1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012329
"Enhanced UI/UX for Immersive AR/VR/MR",,AV2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012330
"Environmentally Sustainable Solutions for AR/VR/MR Design",,AV3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012331
"Immersive AR/VR/MR Fostering Shared Experiences",,AV5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012333
"Other Biological Technologies",,BT11,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012345
Diagnostics,,BM1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012346
"Monitoring Devices",,BM6,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012351
"Catalysts, Advanced Chemicals and Materials",,CT2,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012355
"Food Processing, Chemicals and Agriculture",,CT4,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012357
"Green Chemicals and Chemical Alternatives",,CT5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012358
"Processing on Encrypted Data",,CH10,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012370
"Distributed Ledger",,CA5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012378
"Personal Authentication",,CA8,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012381
"Assistive, Enabling and Rehabilitative technologies",,DH1,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012386
"Health in Underserved Communities",,DH3,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012388
"Other Digital Health Technologies",,DH7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012392
"Distributed Consensus and Fault Tolerance Mechanisms",,DL7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012399
"Scalability Solutions and Accumulators",,DL13,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012405
"Energy Storage",,EN7,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012414
"Environmental Technologies for Achieving Sustainable Development",,ET5,BOTH,BOTH,NSF,,"July 7, 2027","May 22, 2026","May 22, 2026",https://www.nsf.gov/funding/opportunities/small-business-innovation-research-small-business-technology/nsf26-510/solicitation,Open,2026,https://www.sbir.gov/topics/1012423
